user,Threshold_0,Threshold_1,Threshold_2,Threshold_3,Threshold_4,Threshold_5,Threshold_6,Trait_0,Trait_1,Trait_2,Trait_3,Trait_4,Bias
57,Gaussian.PointMass(-np.inf),"Gaussian(-2.51478, 0.08200)","Gaussian(-1.46220, 0.06479)",Gaussian.PointMass(0.00000),"Gaussian(0.50213, 0.10150)","Gaussian(3.54632, 0.13813)",Gaussian.PointMass(np.inf),"Gaussian(2.16390, 0.03278)","Gaussian(-2.11487, 0.02316)","Gaussian(-0.27487, 0.02701)","Gaussian(1.13938, 0.02694)","Gaussian(1.26891, 0.02276)","Gaussian(-1.60476, 0.03330)"
58,Gaussian.PointMass(-np.inf),"Gaussian(-3.74861, 0.06887)","Gaussian(-1.73286, 0.05791)",Gaussian.PointMass(0.00000),"Gaussian(0.65043, 0.10604)","Gaussian(3.27910, 0.10947)",Gaussian.PointMass(np.inf),"Gaussian(-2.32191, 0.01909)","Gaussian(-0.36298, 0.01732)","Gaussian(1.01958, 0.01966)","Gaussian(1.34716, 0.02181)","Gaussian(0.27841, 0.01879)","Gaussian(-2.05812, 0.02536)"
59,Gaussian.PointMass(-np.inf),"Gaussian(-2.47477, 0.10153)","Gaussian(-0.74299, 0.08020)",Gaussian.PointMass(0.00000),"Gaussian(1.74307, 0.09873)","Gaussian(1.76594, 0.12603)",Gaussian.PointMass(np.inf),"Gaussian(1.76529, 0.02387)","Gaussian(1.33360, 0.02963)","Gaussian(-1.39796, 0.03543)","Gaussian(-1.48826, 0.02931)","Gaussian(1.60542, 0.03099)","Gaussian(-0.56974, 0.03687)"
60,Gaussian.PointMass(-np.inf),"Gaussian(-3.50528, 0.08308)","Gaussian(-1.47254, 0.05505)",Gaussian.PointMass(0.00000),"Gaussian(1.97032, 0.07881)","Gaussian(2.37801, 0.09712)",Gaussian.PointMass(np.inf),"Gaussian(0.80612, 0.01535)","Gaussian(0.73358, 0.01706)","Gaussian(-0.96676, 0.02012)","Gaussian(0.47136, 0.01693)","Gaussian(2.53853, 0.02644)","Gaussian(-0.58050, 0.02445)"
61,Gaussian.PointMass(-np.inf),"Gaussian(-3.05558, 0.05945)","Gaussian(-0.92956, 0.05750)",Gaussian.PointMass(0.00000),"Gaussian(1.79131, 0.07023)","Gaussian(2.94336, 0.10010)",Gaussian.PointMass(np.inf),"Gaussian(-0.04487, 0.01601)","Gaussian(-1.16628, 0.01646)","Gaussian(0.96672, 0.01707)","Gaussian(-2.31683, 0.02503)","Gaussian(0.58153, 0.01683)","Gaussian(-1.02704, 0.02365)"
62,Gaussian.PointMass(-np.inf),"Gaussian(-3.03695, 0.07594)","Gaussian(-1.32542, 0.05984)",Gaussian.PointMass(0.00000),"Gaussian(1.42053, 0.08601)","Gaussian(2.45056, 0.09874)",Gaussian.PointMass(np.inf),"Gaussian(2.27862, 0.02855)","Gaussian(-1.44655, 0.01866)","Gaussian(-0.45003, 0.01985)","Gaussian(0.55528, 0.02076)","Gaussian(2.04749, 0.02105)","Gaussian(-0.96071, 0.02864)"
63,Gaussian.PointMass(-np.inf),"Gaussian(-2.78931, 0.09423)","Gaussian(-2.45911, 0.07004)",Gaussian.PointMass(0.00000),"Gaussian(2.53701, 0.10407)","Gaussian(3.61889, 0.13661)",Gaussian.PointMass(np.inf),"Gaussian(-0.89455, 0.01971)","Gaussian(0.22972, 0.01909)","Gaussian(-1.46102, 0.03126)","Gaussian(-1.98771, 0.02600)","Gaussian(-0.75195, 0.01909)","Gaussian(-0.21431, 0.02737)"
64,Gaussian.PointMass(-np.inf),"Gaussian(-0.68497, 0.42681)","Gaussian(-2.96201, 0.31896)",Gaussian.PointMass(0.00000),"Gaussian(0.86995, 0.05532)","Gaussian(3.93759, 0.10086)",Gaussian.PointMass(np.inf),"Gaussian(0.99749, 0.02144)","Gaussian(-0.40342, 0.02251)","Gaussian(-0.87953, 0.02443)","Gaussian(0.43228, 0.02438)","Gaussian(-2.89545, 0.05543)","Gaussian(1.54898, 0.03399)"
65,Gaussian.PointMass(-np.inf),"Gaussian(-3.28291, 0.09088)","Gaussian(-0.59825, 0.07728)",Gaussian.PointMass(0.00000),"Gaussian(1.12520, 0.07498)","Gaussian(1.85433, 0.07938)",Gaussian.PointMass(np.inf),"Gaussian(1.49323, 0.02136)","Gaussian(-0.65699, 0.02095)","Gaussian(0.90154, 0.02858)","Gaussian(1.66056, 0.02553)","Gaussian(-1.80391, 0.02933)","Gaussian(0.39353, 0.03015)"
66,Gaussian.PointMass(-np.inf),"Gaussian(-2.83378, 0.07781)","Gaussian(-1.16555, 0.06360)",Gaussian.PointMass(0.00000),"Gaussian(2.01392, 0.07068)","Gaussian(3.17695, 0.11238)",Gaussian.PointMass(np.inf),"Gaussian(-0.11434, 0.01739)","Gaussian(-2.28540, 0.02375)","Gaussian(-0.68383, 0.01930)","Gaussian(1.82363, 0.02552)","Gaussian(-1.44354, 0.02222)","Gaussian(-0.72387, 0.02695)"
67,Gaussian.PointMass(-np.inf),"Gaussian(-2.71026, 0.08097)","Gaussian(-1.50951, 0.07505)",Gaussian.PointMass(0.00000),"Gaussian(1.63453, 0.06299)","Gaussian(3.98216, 0.09773)",Gaussian.PointMass(np.inf),"Gaussian(1.77078, 0.01895)","Gaussian(-0.55683, 0.01652)","Gaussian(0.06771, 0.01792)","Gaussian(-2.11876, 0.02186)","Gaussian(1.32303, 0.01835)","Gaussian(-0.15748, 0.02553)"
68,Gaussian.PointMass(-np.inf),"Gaussian(-2.82463, 0.10158)","Gaussian(-0.69100, 0.08839)",Gaussian.PointMass(0.00000),"Gaussian(1.08916, 0.06060)","Gaussian(2.60132, 0.06397)",Gaussian.PointMass(np.inf),"Gaussian(-2.03172, 0.02474)","Gaussian(-0.48079, 0.02098)","Gaussian(1.69701, 0.02218)","Gaussian(0.65773, 0.02065)","Gaussian(0.84235, 0.02167)","Gaussian(1.50714, 0.02832)"
69,Gaussian.PointMass(-np.inf),"Gaussian(-2.44461, 0.06235)","Gaussian(-0.99560, 0.06035)",Gaussian.PointMass(0.00000),"Gaussian(2.43375, 0.10052)","Gaussian(3.42735, 0.15283)",Gaussian.PointMass(np.inf),"Gaussian(-1.00164, 0.01670)","Gaussian(-1.19429, 0.01895)","Gaussian(-2.61224, 0.02650)","Gaussian(1.24306, 0.02459)","Gaussian(-0.08855, 0.02293)","Gaussian(-1.80044, 0.02860)"
70,Gaussian.PointMass(-np.inf),"Gaussian(-3.65272, 0.07925)","Gaussian(-1.94280, 0.05772)",Gaussian.PointMass(0.00000),"Gaussian(1.99604, 0.07634)","Gaussian(3.76464, 0.13578)",Gaussian.PointMass(np.inf),"Gaussian(0.74592, 0.01577)","Gaussian(-0.74013, 0.01665)","Gaussian(1.32315, 0.02130)","Gaussian(0.04105, 0.01759)","Gaussian(-2.55219, 0.02803)","Gaussian(-0.61595, 0.02483)"
71,Gaussian.PointMass(-np.inf),"Gaussian(-2.19908, 0.08629)","Gaussian(-0.95168, 0.07728)",Gaussian.PointMass(0.00000),"Gaussian(1.18190, 0.08451)","Gaussian(2.73464, 0.09973)",Gaussian.PointMass(np.inf),"Gaussian(1.43681, 0.02527)","Gaussian(0.59356, 0.02406)","Gaussian(-2.55261, 0.03125)","Gaussian(1.16894, 0.02858)","Gaussian(-1.36770, 0.02805)","Gaussian(-1.53620, 0.03421)"
72,Gaussian.PointMass(-np.inf),"Gaussian(-2.71145, 0.08811)","Gaussian(-1.11587, 0.07755)",Gaussian.PointMass(0.00000),"Gaussian(1.42157, 0.05892)","Gaussian(3.67731, 0.07021)",Gaussian.PointMass(np.inf),"Gaussian(0.89239, 0.01518)","Gaussian(1.26402, 0.01997)","Gaussian(0.16204, 0.01879)","Gaussian(-2.22221, 0.02639)","Gaussian(0.01531, 0.01871)","Gaussian(1.20372, 0.02453)"
73,Gaussian.PointMass(-np.inf),"Gaussian(-3.43927, 0.10023)","Gaussian(-2.01047, 0.07695)",Gaussian.PointMass(0.00000),"Gaussian(1.62416, 0.05372)","Gaussian(2.49581, 0.06841)",Gaussian.PointMass(np.inf),"Gaussian(1.24781, 0.01507)","Gaussian(0.42707, 0.01686)","Gaussian(-0.42257, 0.01901)","Gaussian(0.44498, 0.01879)","Gaussian(-2.50541, 0.02824)","Gaussian(1.37083, 0.02452)"
74,Gaussian.PointMass(-np.inf),"Gaussian(-2.94925, 0.10745)","Gaussian(-0.31886, 0.12036)",Gaussian.PointMass(0.00000),"Gaussian(-0.34609, 0.10585)","Gaussian(2.57147, 0.07947)",Gaussian.PointMass(np.inf),"Gaussian(0.15132, 0.02243)","Gaussian(0.26902, 0.02217)","Gaussian(-0.59593, 0.02381)","Gaussian(1.56980, 0.02709)","Gaussian(-2.96504, 0.04929)","Gaussian(0.78524, 0.03447)"
75,Gaussian.PointMass(-np.inf),"Gaussian(-2.40128, 0.07006)","Gaussian(-0.96927, 0.07203)",Gaussian.PointMass(0.00000),"Gaussian(1.53777, 0.06925)","Gaussian(3.24951, 0.09446)",Gaussian.PointMass(np.inf),"Gaussian(0.90768, 0.01886)","Gaussian(2.55921, 0.02773)","Gaussian(-0.04582, 0.02019)","Gaussian(1.40520, 0.02130)","Gaussian(-0.55113, 0.02044)","Gaussian(-0.62220, 0.02735)"
76,Gaussian.PointMass(-np.inf),"Gaussian(-2.73842, 0.07866)","Gaussian(-1.60453, 0.06553)",Gaussian.PointMass(0.00000),"Gaussian(1.23336, 0.07400)","Gaussian(3.38464, 0.12656)",Gaussian.PointMass(np.inf),"Gaussian(-1.62919, 0.01692)","Gaussian(-1.04390, 0.02093)","Gaussian(0.09616, 0.02338)","Gaussian(0.96456, 0.02271)","Gaussian(2.34134, 0.02599)","Gaussian(-2.22187, 0.02813)"
77,Gaussian.PointMass(-np.inf),"Gaussian(-4.08889, 0.06068)","Gaussian(-1.13434, 0.06019)",Gaussian.PointMass(0.00000),"Gaussian(1.50240, 0.10916)","Gaussian(2.65665, 0.12606)",Gaussian.PointMass(np.inf),"Gaussian(-1.26323, 0.01737)","Gaussian(0.09246, 0.01838)","Gaussian(-1.90643, 0.03036)","Gaussian(-1.35613, 0.02011)","Gaussian(-0.92731, 0.01875)","Gaussian(-1.67692, 0.02594)"
78,Gaussian.PointMass(-np.inf),"Gaussian(-3.10126, 0.08794)","Gaussian(-1.49318, 0.07349)",Gaussian.PointMass(0.00000),"Gaussian(2.01731, 0.05846)","Gaussian(3.15580, 0.07569)",Gaussian.PointMass(np.inf),"Gaussian(1.61185, 0.01716)","Gaussian(1.09283, 0.01705)","Gaussian(-0.44099, 0.01899)","Gaussian(1.23573, 0.02019)","Gaussian(-2.25304, 0.02447)","Gaussian(1.54473, 0.02580)"
79,Gaussian.PointMass(-np.inf),"Gaussian(-2.54808, 0.10461)","Gaussian(-1.64004, 0.09571)",Gaussian.PointMass(0.00000),"Gaussian(1.49120, 0.05550)","Gaussian(3.10935, 0.07138)",Gaussian.PointMass(np.inf),"Gaussian(-1.56085, 0.02056)","Gaussian(2.31347, 0.02342)","Gaussian(1.34189, 0.02073)","Gaussian(0.90338, 0.01996)","Gaussian(1.01417, 0.02333)","Gaussian(0.68430, 0.02837)"
80,Gaussian.PointMass(-np.inf),"Gaussian(-3.28266, 0.09592)","Gaussian(-1.22357, 0.07348)",Gaussian.PointMass(0.00000),"Gaussian(1.58764, 0.06725)","Gaussian(3.26148, 0.08706)",Gaussian.PointMass(np.inf),"Gaussian(0.98301, 0.01713)","Gaussian(1.09359, 0.02197)","Gaussian(0.46363, 0.02044)","Gaussian(-2.72209, 0.03161)","Gaussian(1.06097, 0.02092)","Gaussian(-0.08725, 0.02707)"
81,Gaussian.PointMass(-np.inf),"Gaussian(-1.91481, 0.10142)","Gaussian(-1.72182, 0.08281)",Gaussian.PointMass(0.00000),"Gaussian(0.90770, 0.06858)","Gaussian(3.19640, 0.08426)",Gaussian.PointMass(np.inf),"Gaussian(2.30187, 0.02685)","Gaussian(-0.20388, 0.01910)","Gaussian(0.50571, 0.02082)","Gaussian(-1.26788, 0.02284)","Gaussian(1.50034, 0.02057)","Gaussian(-0.61067, 0.02944)"
82,Gaussian.PointMass(-np.inf),"Gaussian(-3.37516, 0.08620)","Gaussian(-1.11654, 0.05893)",Gaussian.PointMass(0.00000),"Gaussian(1.33774, 0.06847)","Gaussian(2.96509, 0.10395)",Gaussian.PointMass(np.inf),"Gaussian(1.31759, 0.01741)","Gaussian(2.05608, 0.02477)","Gaussian(-0.74662, 0.02146)","Gaussian(-1.01303, 0.02076)","Gaussian(-0.90745, 0.02055)","Gaussian(-0.94561, 0.02606)"
83,Gaussian.PointMass(-np.inf),"Gaussian(-2.59180, 0.08854)","Gaussian(-1.75078, 0.07274)",Gaussian.PointMass(0.00000),"Gaussian(1.20740, 0.07826)","Gaussian(3.07366, 0.12008)",Gaussian.PointMass(np.inf),"Gaussian(-3.22721, 0.03518)","Gaussian(0.64671, 0.01922)","Gaussian(-0.29546, 0.02143)","Gaussian(1.14177, 0.02444)","Gaussian(-0.14316, 0.02053)","Gaussian(-0.92301, 0.03026)"
84,Gaussian.PointMass(-np.inf),"Gaussian(-2.75763, 0.09424)","Gaussian(-1.73801, 0.09059)",Gaussian.PointMass(0.00000),"Gaussian(2.01400, 0.09375)","Gaussian(3.36669, 0.09202)",Gaussian.PointMass(np.inf),"Gaussian(-3.12922, 0.03528)","Gaussian(-0.00824, 0.02091)","Gaussian(0.36982, 0.02347)","Gaussian(0.55945, 0.02419)","Gaussian(1.51631, 0.02535)","Gaussian(0.31269, 0.03148)"
85,Gaussian.PointMass(-np.inf),"Gaussian(-2.78296, 0.07771)","Gaussian(-1.05082, 0.06134)",Gaussian.PointMass(0.00000),"Gaussian(1.27489, 0.05533)","Gaussian(3.55566, 0.09422)",Gaussian.PointMass(np.inf),"Gaussian(-1.52085, 0.01618)","Gaussian(-1.52470, 0.01711)","Gaussian(1.26557, 0.02003)","Gaussian(-0.74212, 0.01873)","Gaussian(-0.94880, 0.01852)","Gaussian(0.03565, 0.02352)"
86,Gaussian.PointMass(-np.inf),"Gaussian(-2.87000, 0.08091)","Gaussian(-0.64818, 0.08783)",Gaussian.PointMass(0.00000),"Gaussian(1.17364, 0.06493)","Gaussian(3.42336, 0.07633)",Gaussian.PointMass(np.inf),"Gaussian(1.51957, 0.01926)","Gaussian(-0.09203, 0.01683)","Gaussian(-0.17735, 0.01982)","Gaussian(2.22418, 0.02486)","Gaussian(-1.88541, 0.02432)","Gaussian(0.34195, 0.02646)"
87,Gaussian.PointMass(-np.inf),"Gaussian(-3.59113, 0.16976)","Gaussian(-1.54853, 0.09762)",Gaussian.PointMass(0.00000),"Gaussian(1.37640, 0.06593)","Gaussian(1.93778, 0.06984)",Gaussian.PointMass(np.inf),"Gaussian(-0.54988, 0.02080)","Gaussian(2.34364, 0.02292)","Gaussian(0.71621, 0.02873)","Gaussian(0.11326, 0.02499)","Gaussian(-0.31309, 0.02356)","Gaussian(2.66571, 0.03291)"
88,Gaussian.PointMass(-np.inf),"Gaussian(-2.79852, 0.07221)","Gaussian(-0.96399, 0.05203)",Gaussian.PointMass(0.00000),"Gaussian(1.42469, 0.08271)","Gaussian(2.80461, 0.12245)",Gaussian.PointMass(np.inf),"Gaussian(0.36855, 0.01653)","Gaussian(1.51150, 0.02072)","Gaussian(-2.48554, 0.03735)","Gaussian(0.83965, 0.02072)","Gaussian(-0.12907, 0.02017)","Gaussian(-1.00088, 0.02699)"
89,Gaussian.PointMass(-np.inf),"Gaussian(-3.38155, 0.07242)","Gaussian(-1.01841, 0.06365)",Gaussian.PointMass(0.00000),"Gaussian(0.68842, 0.06317)","Gaussian(3.08898, 0.06427)",Gaussian.PointMass(np.inf),"Gaussian(-0.82472, 0.01488)","Gaussian(-0.81907, 0.01502)","Gaussian(-0.06751, 0.01848)","Gaussian(-1.88777, 0.02069)","Gaussian(1.22791, 0.01704)","Gaussian(0.05381, 0.02210)"
90,Gaussian.PointMass(-np.inf),"Gaussian(-3.48095, 0.09001)","Gaussian(-0.61696, 0.06532)",Gaussian.PointMass(0.00000),"Gaussian(2.08085, 0.06378)","Gaussian(2.82877, 0.09959)",Gaussian.PointMass(np.inf),"Gaussian(0.86805, 0.01640)","Gaussian(0.96397, 0.01836)","Gaussian(0.99563, 0.01753)","Gaussian(-1.81194, 0.02458)","Gaussian(-1.13136, 0.02141)","Gaussian(0.40490, 0.02547)"
91,Gaussian.PointMass(-np.inf),"Gaussian(-2.82023, 0.06924)","Gaussian(-1.11810, 0.05270)",Gaussian.PointMass(0.00000),"Gaussian(0.42054, 0.06698)","Gaussian(3.30985, 0.09811)",Gaussian.PointMass(np.inf),"Gaussian(-1.16098, 0.01587)","Gaussian(-2.09151, 0.02024)","Gaussian(0.92479, 0.02078)","Gaussian(-0.91833, 0.01987)","Gaussian(-0.05800, 0.01770)","Gaussian(-0.39948, 0.02428)"
92,Gaussian.PointMass(-np.inf),"Gaussian(-2.89707, 0.06915)","Gaussian(-0.74035, 0.06461)",Gaussian.PointMass(0.00000),"Gaussian(0.96705, 0.08426)","Gaussian(2.85660, 0.11591)",Gaussian.PointMass(np.inf),"Gaussian(-0.32271, 0.01901)","Gaussian(-1.77626, 0.02313)","Gaussian(-0.23235, 0.02143)","Gaussian(2.38280, 0.03181)","Gaussian(-1.49535, 0.02328)","Gaussian(-1.72271, 0.02905)"
93,Gaussian.PointMass(-np.inf),"Gaussian(-2.46948, 0.10316)","Gaussian(-1.67211, 0.07879)",Gaussian.PointMass(0.00000),"Gaussian(0.93748, 0.06290)","Gaussian(2.76804, 0.07349)",Gaussian.PointMass(np.inf),"Gaussian(2.09717, 0.02333)","Gaussian(-0.60582, 0.01811)","Gaussian(1.74942, 0.02604)","Gaussian(-0.81764, 0.02295)","Gaussian(1.51718, 0.01943)","Gaussian(-0.08284, 0.02841)"
94,Gaussian.PointMass(-np.inf),"Gaussian(-3.38976, 0.11152)","Gaussian(-0.74472, 0.09517)",Gaussian.PointMass(0.00000),"Gaussian(-0.09651, 0.11492)","Gaussian(2.20366, 0.07989)",Gaussian.PointMass(np.inf),"Gaussian(-2.24323, 0.03253)","Gaussian(1.62983, 0.02744)","Gaussian(0.20041, 0.03158)","Gaussian(-1.69255, 0.02969)","Gaussian(0.61012, 0.02624)","Gaussian(0.09106, 0.03507)"
95,Gaussian.PointMass(-np.inf),"Gaussian(-1.61409, 0.10385)","Gaussian(-0.64754, 0.09948)",Gaussian.PointMass(0.00000),"Gaussian(1.38688, 0.08696)","Gaussian(3.22055, 0.12117)",Gaussian.PointMass(np.inf),"Gaussian(2.13810, 0.03333)","Gaussian(-0.29858, 0.02703)","Gaussian(-2.85955, 0.03835)","Gaussian(0.03137, 0.02927)","Gaussian(-0.41936, 0.03211)","Gaussian(-1.89211, 0.04112)"
96,Gaussian.PointMass(-np.inf),"Gaussian(-2.79014, 0.04984)","Gaussian(-1.09439, 0.04851)",Gaussian.PointMass(0.00000),"Gaussian(1.01234, 0.10661)","Gaussian(3.01880, 0.17586)",Gaussian.PointMass(np.inf),"Gaussian(-1.40396, 0.01787)","Gaussian(-0.10376, 0.01929)","Gaussian(-2.80354, 0.04239)","Gaussian(-0.64050, 0.01944)","Gaussian(0.33860, 0.01917)","Gaussian(-1.73034, 0.02678)"
97,Gaussian.PointMass(-np.inf),"Gaussian(-3.24254, 0.13628)","Gaussian(-1.13528, 0.07707)",Gaussian.PointMass(0.00000),"Gaussian(0.66605, 0.05327)","Gaussian(2.45457, 0.06247)",Gaussian.PointMass(np.inf),"Gaussian(-0.35939, 0.01776)","Gaussian(0.51413, 0.01849)","Gaussian(1.88354, 0.02049)","Gaussian(-1.35748, 0.02359)","Gaussian(-0.67103, 0.02180)","Gaussian(2.12790, 0.02699)"
98,Gaussian.PointMass(-np.inf),"Gaussian(-3.33590, 0.07465)","Gaussian(-0.87013, 0.05872)",Gaussian.PointMass(0.00000),"Gaussian(1.40889, 0.07159)","Gaussian(2.73192, 0.10675)",Gaussian.PointMass(np.inf),"Gaussian(1.23235, 0.01676)","Gaussian(0.58777, 0.01759)","Gaussian(0.56081, 0.01785)","Gaussian(-0.66810, 0.01883)","Gaussian(-2.60158, 0.03054)","Gaussian(-0.13737, 0.02577)"
99,Gaussian.PointMass(-np.inf),"Gaussian(-3.59044, 0.07214)","Gaussian(-1.06757, 0.05833)",Gaussian.PointMass(0.00000),"Gaussian(1.58201, 0.07169)","Gaussian(2.90462, 0.09287)",Gaussian.PointMass(np.inf),"Gaussian(-1.07941, 0.01579)","Gaussian(-1.47582, 0.01840)","Gaussian(1.12001, 0.01989)","Gaussian(-1.38302, 0.02027)","Gaussian(1.96085, 0.02042)","Gaussian(-0.91130, 0.02465)"
