user,Threshold_0,Threshold_1,Threshold_2,Threshold_3,Threshold_4,Threshold_5,Threshold_6,Trait_0,Trait_1,Trait_2,Trait_3,Trait_4,Bias
57,Gaussian.PointMass(-np.inf),"Gaussian(-2.43808, 0.15255)","Gaussian(-0.55153, 0.13819)",Gaussian.PointMass(0.00000),"Gaussian(1.32649, 0.08346)","Gaussian(2.07917, 0.09662)",Gaussian.PointMass(np.inf),"Gaussian(1.04697, 0.03150)","Gaussian(-2.32385, 0.04045)","Gaussian(-0.00150, 0.02621)","Gaussian(1.50482, 0.03492)","Gaussian(0.11042, 0.03717)","Gaussian(2.37810, 0.04594)"
58,Gaussian.PointMass(-np.inf),"Gaussian(-1.83848, 0.13707)","Gaussian(-1.81415, 0.11007)",Gaussian.PointMass(0.00000),"Gaussian(0.78410, 0.08624)","Gaussian(2.66931, 0.09977)",Gaussian.PointMass(np.inf),"Gaussian(0.48137, 0.02437)","Gaussian(1.97391, 0.02971)","Gaussian(-0.09436, 0.02731)","Gaussian(1.71736, 0.03685)","Gaussian(1.76874, 0.04124)","Gaussian(-0.43761, 0.04115)"
59,Gaussian.PointMass(-np.inf),"Gaussian(-1.77899, 0.11601)","Gaussian(-0.63112, 0.12091)",Gaussian.PointMass(0.00000),"Gaussian(0.96830, 0.08026)","Gaussian(3.96923, 0.13683)",Gaussian.PointMass(np.inf),"Gaussian(-0.07494, 0.02550)","Gaussian(-0.00263, 0.02290)","Gaussian(1.35801, 0.04053)","Gaussian(-1.89941, 0.04265)","Gaussian(1.35661, 0.03502)","Gaussian(-0.04695, 0.04074)"
60,Gaussian.PointMass(-np.inf),"Gaussian(-3.62261, 0.16996)","Gaussian(-0.99680, 0.10914)",Gaussian.PointMass(0.00000),"Gaussian(0.96742, 0.07897)","Gaussian(2.53385, 0.07097)",Gaussian.PointMass(np.inf),"Gaussian(0.43312, 0.02634)","Gaussian(-1.22670, 0.02257)","Gaussian(1.97186, 0.04467)","Gaussian(1.47555, 0.02565)","Gaussian(0.84223, 0.02479)","Gaussian(0.81615, 0.03604)"
61,Gaussian.PointMass(-np.inf),"Gaussian(-2.99727, 0.12283)","Gaussian(-1.61457, 0.09659)",Gaussian.PointMass(0.00000),"Gaussian(0.82582, 0.08921)","Gaussian(2.44215, 0.10389)",Gaussian.PointMass(np.inf),"Gaussian(-1.91575, 0.03615)","Gaussian(-0.19040, 0.02201)","Gaussian(0.25516, 0.02863)","Gaussian(0.62133, 0.03118)","Gaussian(2.00474, 0.03758)","Gaussian(1.00531, 0.03996)"
62,Gaussian.PointMass(-np.inf),"Gaussian(-3.00486, 0.10164)","Gaussian(-0.96611, 0.08701)",Gaussian.PointMass(0.00000),"Gaussian(0.73499, 0.11831)","Gaussian(2.92219, 0.15228)",Gaussian.PointMass(np.inf),"Gaussian(2.64456, 0.04284)","Gaussian(-0.59782, 0.02374)","Gaussian(-1.38237, 0.03309)","Gaussian(-1.12950, 0.02994)","Gaussian(0.75372, 0.03104)","Gaussian(-1.07131, 0.04303)"
63,Gaussian.PointMass(-np.inf),"Gaussian(-2.72032, 0.14387)","Gaussian(-1.74163, 0.11564)",Gaussian.PointMass(0.00000),"Gaussian(1.22119, 0.07519)","Gaussian(2.80170, 0.09742)",Gaussian.PointMass(np.inf),"Gaussian(-0.59137, 0.02548)","Gaussian(2.41716, 0.03403)","Gaussian(-1.89175, 0.03235)","Gaussian(-0.68831, 0.02946)","Gaussian(-0.29163, 0.02672)","Gaussian(1.08163, 0.03882)"
64,Gaussian.PointMass(-np.inf),"Gaussian(-1.97374, 0.09588)","Gaussian(-1.22928, 0.08554)",Gaussian.PointMass(0.00000),"Gaussian(1.96516, 0.13677)","Gaussian(3.10430, 0.20157)",Gaussian.PointMass(np.inf),"Gaussian(1.95006, 0.03468)","Gaussian(0.38438, 0.02935)","Gaussian(1.49522, 0.04473)","Gaussian(1.43659, 0.03474)","Gaussian(-0.56527, 0.02719)","Gaussian(-1.55241, 0.04397)"
65,Gaussian.PointMass(-np.inf),"Gaussian(-3.04791, 0.10218)","Gaussian(-1.53555, 0.08314)",Gaussian.PointMass(0.00000),"Gaussian(2.37942, 0.08389)","Gaussian(3.37555, 0.14479)",Gaussian.PointMass(np.inf),"Gaussian(-0.52677, 0.02106)","Gaussian(0.67637, 0.02198)","Gaussian(2.24265, 0.04257)","Gaussian(0.91008, 0.02579)","Gaussian(-0.83748, 0.02392)","Gaussian(-0.44628, 0.03449)"
66,Gaussian.PointMass(-np.inf),"Gaussian(-2.48899, 0.09927)","Gaussian(-0.41836, 0.08593)",Gaussian.PointMass(0.00000),"Gaussian(0.81248, 0.09315)","Gaussian(3.17438, 0.15160)",Gaussian.PointMass(np.inf),"Gaussian(-0.47760, 0.02334)","Gaussian(-0.99149, 0.02364)","Gaussian(1.82624, 0.04486)","Gaussian(0.91215, 0.02704)","Gaussian(1.90409, 0.03472)","Gaussian(-1.52564, 0.03959)"
67,Gaussian.PointMass(-np.inf),"Gaussian(-1.83418, 0.10292)","Gaussian(-0.96223, 0.09111)",Gaussian.PointMass(0.00000),"Gaussian(1.69075, 0.07531)","Gaussian(2.91356, 0.09889)",Gaussian.PointMass(np.inf),"Gaussian(-1.36635, 0.03123)","Gaussian(-0.90190, 0.02431)","Gaussian(1.35754, 0.03141)","Gaussian(-0.19562, 0.02396)","Gaussian(-1.24352, 0.02751)","Gaussian(-0.18466, 0.03547)"
68,Gaussian.PointMass(-np.inf),"Gaussian(-3.00497, 0.09290)","Gaussian(-0.38604, 0.07267)",Gaussian.PointMass(0.00000),"Gaussian(1.54164, 0.08975)","Gaussian(2.25330, 0.10093)",Gaussian.PointMass(np.inf),"Gaussian(0.74771, 0.02214)","Gaussian(-0.11500, 0.01996)","Gaussian(1.56891, 0.03279)","Gaussian(-1.28653, 0.02940)","Gaussian(0.04177, 0.02548)","Gaussian(-0.14056, 0.03264)"
69,Gaussian.PointMass(-np.inf),"Gaussian(-2.65805, 0.14229)","Gaussian(-1.86645, 0.10039)",Gaussian.PointMass(0.00000),"Gaussian(1.00734, 0.08530)","Gaussian(2.69744, 0.08803)",Gaussian.PointMass(np.inf),"Gaussian(-0.66579, 0.02718)","Gaussian(0.46151, 0.02050)","Gaussian(0.02066, 0.03548)","Gaussian(-1.37032, 0.02829)","Gaussian(2.11884, 0.03251)","Gaussian(0.63675, 0.03816)"
70,Gaussian.PointMass(-np.inf),"Gaussian(-2.46313, 0.09289)","Gaussian(-1.71378, 0.09058)",Gaussian.PointMass(0.00000),"Gaussian(1.30371, 0.09322)","Gaussian(2.89313, 0.12428)",Gaussian.PointMass(np.inf),"Gaussian(-1.48933, 0.03381)","Gaussian(-1.88136, 0.02852)","Gaussian(-0.68155, 0.02580)","Gaussian(0.88123, 0.02995)","Gaussian(0.09736, 0.02510)","Gaussian(-0.30056, 0.03756)"
71,Gaussian.PointMass(-np.inf),"Gaussian(-2.70330, 0.16480)","Gaussian(-0.80411, 0.09945)",Gaussian.PointMass(0.00000),"Gaussian(1.80869, 0.05709)","Gaussian(3.34849, 0.07991)",Gaussian.PointMass(np.inf),"Gaussian(-0.54472, 0.02249)","Gaussian(0.84756, 0.01782)","Gaussian(-1.91349, 0.02920)","Gaussian(1.68234, 0.03273)","Gaussian(0.19612, 0.02188)","Gaussian(1.31143, 0.03078)"
72,Gaussian.PointMass(-np.inf),"Gaussian(-3.52521, 0.10225)","Gaussian(-1.38768, 0.07548)",Gaussian.PointMass(0.00000),"Gaussian(0.58971, 0.11427)","Gaussian(3.33839, 0.16783)",Gaussian.PointMass(np.inf),"Gaussian(0.73416, 0.01918)","Gaussian(-2.40311, 0.03018)","Gaussian(-0.41446, 0.03155)","Gaussian(-0.45819, 0.02869)","Gaussian(-0.17918, 0.02716)","Gaussian(-1.36241, 0.03663)"
73,Gaussian.PointMass(-np.inf),"Gaussian(-1.59455, 0.18445)","Gaussian(-1.77104, 0.15473)",Gaussian.PointMass(0.00000),"Gaussian(0.56834, 0.09082)","Gaussian(2.26639, 0.10348)",Gaussian.PointMass(np.inf),"Gaussian(-1.19069, 0.04513)","Gaussian(-1.78123, 0.03894)","Gaussian(1.68356, 0.04718)","Gaussian(-0.09033, 0.02748)","Gaussian(1.58395, 0.03476)","Gaussian(1.28695, 0.05086)"
74,Gaussian.PointMass(-np.inf),"Gaussian(-3.59937, 0.18414)","Gaussian(-1.40842, 0.11517)",Gaussian.PointMass(0.00000),"Gaussian(0.11510, 0.10372)","Gaussian(2.22864, 0.09454)",Gaussian.PointMass(np.inf),"Gaussian(-0.94053, 0.02905)","Gaussian(2.41348, 0.03306)","Gaussian(1.32905, 0.03900)","Gaussian(0.69143, 0.02708)","Gaussian(0.70904, 0.02831)","Gaussian(1.80702, 0.04416)"
75,Gaussian.PointMass(-np.inf),"Gaussian(-3.37379, 0.09887)","Gaussian(-1.99960, 0.06922)",Gaussian.PointMass(0.00000),"Gaussian(0.56991, 0.08467)","Gaussian(2.55704, 0.08955)",Gaussian.PointMass(np.inf),"Gaussian(-0.30278, 0.02046)","Gaussian(0.44926, 0.01849)","Gaussian(1.58389, 0.02729)","Gaussian(1.55744, 0.02586)","Gaussian(-1.37184, 0.02542)","Gaussian(-0.08734, 0.03019)"
76,Gaussian.PointMass(-np.inf),"Gaussian(-2.33101, 0.10428)","Gaussian(-0.72428, 0.09784)",Gaussian.PointMass(0.00000),"Gaussian(1.81359, 0.20716)","Gaussian(1.13607, 0.21810)",Gaussian.PointMass(np.inf),"Gaussian(1.99085, 0.04405)","Gaussian(1.73676, 0.04581)","Gaussian(-0.94040, 0.04155)","Gaussian(-1.11576, 0.04070)","Gaussian(-1.60000, 0.04297)","Gaussian(-0.43497, 0.05502)"
77,Gaussian.PointMass(-np.inf),"Gaussian(-3.73117, 0.09556)","Gaussian(-1.72428, 0.07795)",Gaussian.PointMass(0.00000),"Gaussian(0.88501, 0.17998)","Gaussian(1.56471, 0.16915)",Gaussian.PointMass(np.inf),"Gaussian(-1.44718, 0.03977)","Gaussian(-0.63349, 0.02684)","Gaussian(-0.33909, 0.02777)","Gaussian(1.39699, 0.02942)","Gaussian(1.72577, 0.03408)","Gaussian(-1.16838, 0.04198)"
78,Gaussian.PointMass(-np.inf),"Gaussian(-1.58494, 0.27068)","Gaussian(-1.98802, 0.21094)",Gaussian.PointMass(0.00000),"Gaussian(0.93410, 0.09308)","Gaussian(2.69986, 0.08817)",Gaussian.PointMass(np.inf),"Gaussian(0.24023, 0.02647)","Gaussian(-1.48132, 0.03469)","Gaussian(1.72413, 0.05059)","Gaussian(-0.75844, 0.03766)","Gaussian(1.52322, 0.04696)","Gaussian(0.48642, 0.04823)"
79,Gaussian.PointMass(-np.inf),"Gaussian(-2.59913, 0.10563)","Gaussian(-1.37534, 0.08415)",Gaussian.PointMass(0.00000),"Gaussian(1.44076, 0.09420)","Gaussian(2.49389, 0.10565)",Gaussian.PointMass(np.inf),"Gaussian(1.88233, 0.03223)","Gaussian(2.10149, 0.02872)","Gaussian(-0.49790, 0.03012)","Gaussian(-1.03489, 0.02814)","Gaussian(-0.88352, 0.02998)","Gaussian(-0.71261, 0.03872)"
80,Gaussian.PointMass(-np.inf),"Gaussian(-2.16907, 0.19475)","Gaussian(-2.14568, 0.15202)",Gaussian.PointMass(0.00000),"Gaussian(1.15676, 0.06552)","Gaussian(2.81738, 0.08631)",Gaussian.PointMass(np.inf),"Gaussian(1.31187, 0.02456)","Gaussian(-2.33361, 0.03520)","Gaussian(1.73132, 0.04122)","Gaussian(-0.22600, 0.02955)","Gaussian(-0.01418, 0.02586)","Gaussian(1.15705, 0.03892)"
81,Gaussian.PointMass(-np.inf),"Gaussian(-2.72698, 0.18262)","Gaussian(-2.13131, 0.12677)",Gaussian.PointMass(0.00000),"Gaussian(1.02153, 0.07832)","Gaussian(2.52594, 0.08558)",Gaussian.PointMass(np.inf),"Gaussian(-0.51519, 0.02395)","Gaussian(2.53465, 0.03298)","Gaussian(1.53967, 0.04072)","Gaussian(-0.20303, 0.02994)","Gaussian(-0.26466, 0.02500)","Gaussian(1.33706, 0.03869)"
82,Gaussian.PointMass(-np.inf),"Gaussian(-3.38827, 0.15105)","Gaussian(-1.65695, 0.09410)",Gaussian.PointMass(0.00000),"Gaussian(1.27620, 0.07781)","Gaussian(2.80099, 0.10121)",Gaussian.PointMass(np.inf),"Gaussian(0.28216, 0.02728)","Gaussian(0.57355, 0.01933)","Gaussian(2.33116, 0.04889)","Gaussian(-0.54327, 0.02751)","Gaussian(1.33616, 0.02555)","Gaussian(0.86301, 0.03639)"
83,Gaussian.PointMass(-np.inf),"Gaussian(-2.28346, 0.18922)","Gaussian(-1.70857, 0.13432)",Gaussian.PointMass(0.00000),"Gaussian(0.93454, 0.11844)","Gaussian(2.39721, 0.13317)",Gaussian.PointMass(np.inf),"Gaussian(-0.85113, 0.04364)","Gaussian(2.49511, 0.04118)","Gaussian(2.39235, 0.08042)","Gaussian(-1.24921, 0.03502)","Gaussian(-0.74885, 0.03353)","Gaussian(0.07816, 0.05764)"
84,Gaussian.PointMass(-np.inf),"Gaussian(-3.45842, 0.09224)","Gaussian(-0.51386, 0.07330)",Gaussian.PointMass(0.00000),"Gaussian(2.50894, 0.18570)","Gaussian(1.70971, 0.22544)",Gaussian.PointMass(np.inf),"Gaussian(0.65142, 0.02653)","Gaussian(-0.48863, 0.02216)","Gaussian(-0.54684, 0.03662)","Gaussian(-1.51039, 0.03023)","Gaussian(1.44160, 0.03267)","Gaussian(-0.96916, 0.03747)"
85,Gaussian.PointMass(-np.inf),"Gaussian(-1.93161, 0.18781)","Gaussian(-1.25805, 0.14212)",Gaussian.PointMass(0.00000),"Gaussian(1.47421, 0.07312)","Gaussian(3.79719, 0.10952)",Gaussian.PointMass(np.inf),"Gaussian(-2.16806, 0.04256)","Gaussian(-1.52592, 0.02537)","Gaussian(0.31345, 0.02833)","Gaussian(-0.64053, 0.03476)","Gaussian(0.45961, 0.02921)","Gaussian(1.47223, 0.03930)"
86,Gaussian.PointMass(-np.inf),"Gaussian(-3.49239, 0.09918)","Gaussian(-0.68726, 0.09548)",Gaussian.PointMass(0.00000),"Gaussian(0.76161, 0.11963)","Gaussian(3.61393, 0.17798)",Gaussian.PointMass(np.inf),"Gaussian(2.60870, 0.03705)","Gaussian(0.91256, 0.02654)","Gaussian(-1.01224, 0.02927)","Gaussian(-0.20294, 0.02967)","Gaussian(-0.17583, 0.02570)","Gaussian(-1.67920, 0.04065)"
87,Gaussian.PointMass(-np.inf),"Gaussian(-2.06316, 0.08308)","Gaussian(0.17734, 0.11555)",Gaussian.PointMass(0.00000),"Gaussian(0.44262, 0.09877)","Gaussian(3.01003, 0.11780)",Gaussian.PointMass(np.inf),"Gaussian(-1.00346, 0.02617)","Gaussian(-0.94359, 0.02772)","Gaussian(-0.70175, 0.02636)","Gaussian(1.59479, 0.03127)","Gaussian(1.68658, 0.03303)","Gaussian(-0.07671, 0.03767)"
88,Gaussian.PointMass(-np.inf),"Gaussian(-3.15686, 0.16073)","Gaussian(-0.75517, 0.09238)",Gaussian.PointMass(0.00000),"Gaussian(1.64553, 0.08814)","Gaussian(2.77720, 0.10782)",Gaussian.PointMass(np.inf),"Gaussian(-0.38667, 0.02732)","Gaussian(-0.44050, 0.02016)","Gaussian(1.73965, 0.04009)","Gaussian(2.21620, 0.03821)","Gaussian(1.13142, 0.02903)","Gaussian(0.48319, 0.03951)"
89,Gaussian.PointMass(-np.inf),"Gaussian(-1.35177, 0.23224)","Gaussian(-1.98690, 0.22135)",Gaussian.PointMass(0.00000),"Gaussian(0.98891, 0.08742)","Gaussian(2.83852, 0.12572)",Gaussian.PointMass(np.inf),"Gaussian(-0.41041, 0.03782)","Gaussian(-2.55840, 0.06596)","Gaussian(-1.31288, 0.04381)","Gaussian(-0.32911, 0.03848)","Gaussian(0.61679, 0.03575)","Gaussian(0.95497, 0.05362)"
90,Gaussian.PointMass(-np.inf),"Gaussian(-2.63919, 0.15213)","Gaussian(-1.91296, 0.11843)",Gaussian.PointMass(0.00000),"Gaussian(0.67710, 0.11648)","Gaussian(2.88166, 0.11742)",Gaussian.PointMass(np.inf),"Gaussian(0.67237, 0.02745)","Gaussian(-2.63089, 0.04090)","Gaussian(-2.15768, 0.04687)","Gaussian(0.66065, 0.03471)","Gaussian(-0.72875, 0.02954)","Gaussian(-0.33372, 0.04674)"
91,Gaussian.PointMass(-np.inf),"Gaussian(-2.12198, 0.09708)","Gaussian(-0.51509, 0.08288)",Gaussian.PointMass(0.00000),"Gaussian(1.55209, 0.07802)","Gaussian(2.24461, 0.09984)",Gaussian.PointMass(np.inf),"Gaussian(1.51666, 0.03069)","Gaussian(-1.06369, 0.02086)","Gaussian(-0.35966, 0.02732)","Gaussian(-1.65160, 0.03332)","Gaussian(-1.89743, 0.02908)","Gaussian(0.76892, 0.03678)"
92,Gaussian.PointMass(-np.inf),"Gaussian(-2.68155, 0.08561)","Gaussian(-0.67350, 0.07721)",Gaussian.PointMass(0.00000),"Gaussian(1.63219, 0.08100)","Gaussian(3.12701, 0.10785)",Gaussian.PointMass(np.inf),"Gaussian(-1.82638, 0.02632)","Gaussian(0.36868, 0.01857)","Gaussian(-2.23517, 0.04005)","Gaussian(0.17479, 0.02494)","Gaussian(-0.17171, 0.02267)","Gaussian(-0.20182, 0.03245)"
93,Gaussian.PointMass(-np.inf),"Gaussian(-2.58225, 0.07923)","Gaussian(-0.78502, 0.08277)",Gaussian.PointMass(0.00000),"Gaussian(0.84940, 0.12861)","Gaussian(2.13071, 0.13898)",Gaussian.PointMass(np.inf),"Gaussian(-0.43746, 0.02700)","Gaussian(-1.28332, 0.02393)","Gaussian(-0.65559, 0.03997)","Gaussian(1.93323, 0.04034)","Gaussian(1.05599, 0.03037)","Gaussian(-1.58235, 0.04088)"
94,Gaussian.PointMass(-np.inf),"Gaussian(-3.65989, 0.12785)","Gaussian(-1.62266, 0.10653)",Gaussian.PointMass(0.00000),"Gaussian(1.00946, 0.12121)","Gaussian(3.08096, 0.16166)",Gaussian.PointMass(np.inf),"Gaussian(-0.67682, 0.02692)","Gaussian(-3.08116, 0.05279)","Gaussian(-0.05869, 0.03427)","Gaussian(0.02599, 0.02926)","Gaussian(1.08179, 0.03828)","Gaussian(0.36004, 0.04621)"
95,Gaussian.PointMass(-np.inf),"Gaussian(-1.94369, 0.13014)","Gaussian(-1.35696, 0.12050)",Gaussian.PointMass(0.00000),"Gaussian(0.16057, 0.15773)","Gaussian(2.44442, 0.14976)",Gaussian.PointMass(np.inf),"Gaussian(1.41801, 0.04476)","Gaussian(2.34237, 0.04993)","Gaussian(-1.74893, 0.05574)","Gaussian(-0.03401, 0.03729)","Gaussian(-1.69722, 0.04873)","Gaussian(-0.86170, 0.05809)"
96,Gaussian.PointMass(-np.inf),"Gaussian(-1.85853, 0.09663)","Gaussian(-1.09979, 0.08703)",Gaussian.PointMass(0.00000),"Gaussian(1.03591, 0.16335)","Gaussian(2.31873, 0.21932)",Gaussian.PointMass(np.inf),"Gaussian(2.49710, 0.04977)","Gaussian(-0.57805, 0.03142)","Gaussian(-1.43770, 0.04327)","Gaussian(-0.55892, 0.03829)","Gaussian(0.53986, 0.03315)","Gaussian(-2.53824, 0.05433)"
97,Gaussian.PointMass(-np.inf),"Gaussian(-1.34529, 0.12629)","Gaussian(-0.74808, 0.11475)",Gaussian.PointMass(0.00000),"Gaussian(1.70893, 0.07092)","Gaussian(3.06684, 0.09532)",Gaussian.PointMass(np.inf),"Gaussian(-2.39761, 0.03637)","Gaussian(-0.10065, 0.02406)","Gaussian(-1.60349, 0.03218)","Gaussian(-0.21124, 0.02710)","Gaussian(0.26074, 0.02577)","Gaussian(-0.41292, 0.03742)"
98,Gaussian.PointMass(-np.inf),"Gaussian(-1.91536, 0.09018)","Gaussian(-1.08250, 0.08102)",Gaussian.PointMass(0.00000),"Gaussian(0.44277, 0.10138)","Gaussian(2.47363, 0.09989)",Gaussian.PointMass(np.inf),"Gaussian(0.61761, 0.02496)","Gaussian(-1.30711, 0.02745)","Gaussian(-0.49497, 0.03597)","Gaussian(0.29583, 0.02599)","Gaussian(2.25265, 0.04311)","Gaussian(-0.20455, 0.03839)"
99,Gaussian.PointMass(-np.inf),"Gaussian(-2.56594, 0.18719)","Gaussian(-2.14006, 0.11073)",Gaussian.PointMass(0.00000),"Gaussian(1.07068, 0.06004)","Gaussian(4.35394, 0.11803)",Gaussian.PointMass(np.inf),"Gaussian(0.04255, 0.02087)","Gaussian(-0.41594, 0.01821)","Gaussian(2.25837, 0.04047)","Gaussian(0.08966, 0.02512)","Gaussian(-0.88034, 0.02232)","Gaussian(0.89950, 0.03190)"
